agentId;runNumber;resultCount;totalVictories;avgVictories;totalDeaths;avgDeaths;totalScore;avgScore;totalTimeSpent;avgTimeSpent;seed;powerPillsEnabled;totalPills;levelsToPlay;thinkTimeMillis;visualize;visualizeScale2x;mayBePaused;replay;replayFile;repetitions
MyPacMan2;1;1;0;0.0;1;1.0;3610;3610.0;1188;1188.0;996616057;true;1.0;20;40;false;true;false;true;C:\Users\doubr\OneDrive\Documents\SCHOOL\MFF\MFF-Mgr\ArtificalInteligence\MsPacMan-vs-Ghosts-AI-master\.\results\replays\MyPacMan2-Run-0-Iter-0.replay;1
MyPacMan2;2;1;0;0.0;1;1.0;9160;9160.0;2094;2094.0;442615224;true;1.0;20;40;false;true;false;true;C:\Users\doubr\OneDrive\Documents\SCHOOL\MFF\MFF-Mgr\ArtificalInteligence\MsPacMan-vs-Ghosts-AI-master\.\results\replays\MyPacMan2-Run-1-Iter-0.replay;1
MyPacMan2;3;1;0;0.0;1;1.0;5420;5420.0;1514;1514.0;884779003;true;1.0;20;40;false;true;false;true;C:\Users\doubr\OneDrive\Documents\SCHOOL\MFF\MFF-Mgr\ArtificalInteligence\MsPacMan-vs-Ghosts-AI-master\.\results\replays\MyPacMan2-Run-2-Iter-0.replay;1
MyPacMan2;4;1;0;0.0;1;1.0;20250;20250.0;4852;4852.0;2118321874;true;1.0;20;40;false;true;false;true;C:\Users\doubr\OneDrive\Documents\SCHOOL\MFF\MFF-Mgr\ArtificalInteligence\MsPacMan-vs-Ghosts-AI-master\.\results\replays\MyPacMan2-Run-3-Iter-0.replay;1
MyPacMan2;5;1;0;0.0;1;1.0;5340;5340.0;1432;1432.0;1262069162;true;1.0;20;40;false;true;false;true;C:\Users\doubr\OneDrive\Documents\SCHOOL\MFF\MFF-Mgr\ArtificalInteligence\MsPacMan-vs-Ghosts-AI-master\.\results\replays\MyPacMan2-Run-4-Iter-0.replay;1
MyPacMan2;6;1;0;0.0;1;1.0;7590;7590.0;2132;2132.0;355764141;true;1.0;20;40;false;true;false;true;C:\Users\doubr\OneDrive\Documents\SCHOOL\MFF\MFF-Mgr\ArtificalInteligence\MsPacMan-vs-Ghosts-AI-master\.\results\replays\MyPacMan2-Run-5-Iter-0.replay;1
MyPacMan2;7;1;0;0.0;1;1.0;7070;7070.0;2118;2118.0;700408466;true;1.0;20;40;false;true;false;true;C:\Users\doubr\OneDrive\Documents\SCHOOL\MFF\MFF-Mgr\ArtificalInteligence\MsPacMan-vs-Ghosts-AI-master\.\results\replays\MyPacMan2-Run-6-Iter-0.replay;1
MyPacMan2;8;1;0;0.0;1;1.0;20100;20100.0;4982;4982.0;492542661;true;1.0;20;40;false;true;false;true;C:\Users\doubr\OneDrive\Documents\SCHOOL\MFF\MFF-Mgr\ArtificalInteligence\MsPacMan-vs-Ghosts-AI-master\.\results\replays\MyPacMan2-Run-7-Iter-0.replay;1
MyPacMan2;9;1;0;0.0;1;1.0;3870;3870.0;1481;1481.0;665796387;true;1.0;20;40;false;true;false;true;C:\Users\doubr\OneDrive\Documents\SCHOOL\MFF\MFF-Mgr\ArtificalInteligence\MsPacMan-vs-Ghosts-AI-master\.\results\replays\MyPacMan2-Run-8-Iter-0.replay;1
MyPacMan2;10;1;0;0.0;1;1.0;3240;3240.0;1137;1137.0;562961327;true;1.0;20;40;false;true;false;true;C:\Users\doubr\OneDrive\Documents\SCHOOL\MFF\MFF-Mgr\ArtificalInteligence\MsPacMan-vs-Ghosts-AI-master\.\results\replays\MyPacMan2-Run-9-Iter-0.replay;1
MyPacMan2;11;1;0;0.0;1;1.0;6720;6720.0;1136;1136.0;1109961172;true;1.0;20;40;false;true;false;true;C:\Users\doubr\OneDrive\Documents\SCHOOL\MFF\MFF-Mgr\ArtificalInteligence\MsPacMan-vs-Ghosts-AI-master\.\results\replays\MyPacMan2-Run-10-Iter-0.replay;1
MyPacMan2;12;1;0;0.0;1;1.0;5910;5910.0;1118;1118.0;1946718965;true;1.0;20;40;false;true;false;true;C:\Users\doubr\OneDrive\Documents\SCHOOL\MFF\MFF-Mgr\ArtificalInteligence\MsPacMan-vs-Ghosts-AI-master\.\results\replays\MyPacMan2-Run-11-Iter-0.replay;1
MyPacMan2;13;1;0;0.0;1;1.0;6740;6740.0;1327;1327.0;1902677771;true;1.0;20;40;false;true;false;true;C:\Users\doubr\OneDrive\Documents\SCHOOL\MFF\MFF-Mgr\ArtificalInteligence\MsPacMan-vs-Ghosts-AI-master\.\results\replays\MyPacMan2-Run-12-Iter-0.replay;1
MyPacMan2;14;1;0;0.0;1;1.0;5970;5970.0;1599;1599.0;234196741;true;1.0;20;40;false;true;false;true;C:\Users\doubr\OneDrive\Documents\SCHOOL\MFF\MFF-Mgr\ArtificalInteligence\MsPacMan-vs-Ghosts-AI-master\.\results\replays\MyPacMan2-Run-13-Iter-0.replay;1
MyPacMan2;15;1;0;0.0;1;1.0;6260;6260.0;1803;1803.0;105464047;true;1.0;20;40;false;true;false;true;C:\Users\doubr\OneDrive\Documents\SCHOOL\MFF\MFF-Mgr\ArtificalInteligence\MsPacMan-vs-Ghosts-AI-master\.\results\replays\MyPacMan2-Run-14-Iter-0.replay;1
